FedTrimmedAvg Server | INFO flwr 2024-03-20 12:24:30,721 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=None)
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:24:30,746 | app.py:176 | Flower ECE: gRPC server running (100 rounds), SSL is disabled
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:24:30,746 | server.py:89 | Initializing global parameters
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:24:30,746 | server.py:276 | Requesting initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:27:24,772 | server.py:280 | Received initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:27:24,772 | server.py:91 | Evaluating initial parameters
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:27:24,801 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:27:24,804 | server.py:104 | FL starting
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:20,972 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:21,514 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-20 12:28:21,515 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:28:21,530 | server.py:125 | fit progress: (1, 0.9729077090752253, {'accuracy': 0.5436}, 56.72541450697463)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:21,530 | server.py:173 | evaluate_round 1: strategy sampled 117 clients (out of 117)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:26,254 | server.py:187 | evaluate_round 1 received 117 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-20 12:28:26,255 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:26,255 | server.py:222 | fit_round 2: strategy sampled 190 clients (out of 190)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:27,859 | server.py:236 | fit_round 2 received 190 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:28:27,916 | server.py:125 | fit progress: (2, 0.8999337421358296, {'accuracy': 0.5477}, 63.111959518981166)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:27,920 | server.py:173 | evaluate_round 2: strategy sampled 190 clients (out of 190)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:28,932 | server.py:187 | evaluate_round 2 received 190 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:28,933 | server.py:222 | fit_round 3: strategy sampled 190 clients (out of 190)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 12:28:29,725 | server.py:236 | fit_round 3 received 190 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 12:28:29,759 | server.py:125 | fit progress: (3, 0.8980801536570449, {'accuracy': 0.6166}, 64.95415769994725)
